Wvl,Sample_4,Sample_5
1323,0.433425947,0.616087059
1324,0.432101936,0.616061884
1325,0.430561159,0.615757684
1326,0.428783344,0.615083949
1327,0.426848589,0.61420904
1328,0.424829423,0.613311328
1329,0.422738339,0.612456251
1330,0.421010626,0.612201442
1331,0.419412229,0.612127411
1332,0.417936054,0.61220268
1333,0.416541435,0.612436597
1334,0.415202304,0.61287532
1335,0.413892576,0.613334237
1336,0.412778388,0.613905959
1337,0.411828841,0.614469328
1338,0.410959602,0.615029325
1339,0.410044755,0.61546946
1340,0.409077915,0.615812153
1341,0.408080278,0.61602613
1342,0.407264735,0.616427556
1343,0.406158829,0.616377462
1344,0.404626127,0.615710108
1345,0.40276134,0.614276261
1346,0.400428147,0.61181723
1347,0.397451289,0.608291104
1348,0.394404031,0.604871782
1349,0.391224763,0.600957898
1350,0.38803278,0.596846732
1351,0.384386362,0.592437387
1352,0.379998416,0.588001575
1353,0.37536718,0.584166558
1354,0.370652853,0.581001796
1355,0.364941924,0.57693255
1356,0.358215624,0.571605088
1357,0.351081964,0.565779915
1358,0.343292591,0.559778621
1359,0.334425397,0.553892063
1360,0.324202537,0.548773159
1361,0.312957806,0.543978406
1362,0.301994626,0.539640197
1363,0.292031218,0.534997212
1364,0.28305872,0.529947321
1365,0.275265875,0.525240335
1366,0.268530159,0.520679308
1367,0.262676439,0.515969548
1368,0.258193747,0.511382041
1369,0.254669508,0.506837738
1370,0.251829631,0.502909597
1371,0.249387985,0.499976938
1372,0.247469846,0.497877258
1373,0.246336206,0.496557867
1374,0.246734077,0.496965768
1375,0.249696798,0.500156565
1376,0.255046412,0.505684606
1377,0.261084651,0.512167059
1378,0.266026923,0.518234266
1379,0.268995996,0.523054597
1380,0.271112053,0.527791284
1381,0.272439596,0.531931522
1382,0.273003528,0.534907187
1383,0.271260453,0.535698234
1384,0.268437417,0.535382843
1385,0.266739712,0.534734398
1386,0.269164214,0.535706804
1387,0.276340497,0.537986409
1388,0.285912726,0.540746262
1389,0.295057368,0.543155391
1390,0.301672758,0.54475439
1391,0.306830758,0.545203337
1392,0.31129553,0.545992169
1393,0.315173697,0.547999092
1394,0.318236608,0.552259449
1395,0.32013469,0.558003759
1396,0.321925013,0.564541139
1397,0.324047589,0.569894086
1398,0.327003967,0.574964002
1399,0.330068086,0.579389273
1400,0.333134295,0.582576666
1401,0.336018193,0.583559379
1402,0.339788925,0.581551782
1403,0.34304716,0.577457516
1404,0.344900248,0.574780418
1405,0.343792943,0.575496995
1406,0.340077497,0.57973533
1407,0.334715354,0.584816534
1408,0.328748229,0.588241315
1409,0.322126117,0.588353051
1410,0.314367902,0.586729198
1411,0.306566894,0.583484788
1412,0.29961383,0.578202128
1413,0.294859757,0.569933058
1414,0.291507747,0.559926053
1415,0.287442562,0.551022992
1416,0.281691869,0.547256654
1417,0.274173959,0.548837635
1418,0.266241379,0.553036339
1419,0.2585893,0.556609805
1420,0.252029123,0.558054497
1421,0.245726192,0.557515282
1422,0.240330401,0.556782022
1423,0.235789317,0.555679375
1424,0.231897058,0.553983582
1425,0.228144049,0.551041906
1426,0.225311847,0.549205758
1427,0.222979207,0.547855654
1428,0.221663964,0.548623255
1429,0.221012389,0.550640778
1430,0.220509768,0.55230084
1431,0.220054009,0.552882148
1432,0.220280242,0.55249682
1433,0.22045745,0.550912417
1434,0.220311042,0.550247557
1435,0.218494259,0.549673968
1436,0.215495228,0.550198554
1437,0.212048138,0.55101658
1438,0.208940938,0.551615192
1439,0.206648846,0.551373539
1440,0.205248264,0.551344263
1441,0.203887802,0.550757581
1442,0.202300288,0.550089116
1443,0.200391669,0.549034726
1444,0.198514142,0.54794239
1445,0.196325536,0.546504313
1446,0.193985809,0.545564016
1447,0.190748129,0.543500773
1448,0.187462133,0.541395705
1449,0.18483002,0.539751223
1450,0.183540171,0.539771928
1451,0.182839137,0.540023762
1452,0.182537178,0.540563636
1453,0.182522543,0.541435295
1454,0.182612487,0.542373746
1455,0.182773501,0.54326613
1456,0.183249453,0.544742062
1457,0.18363099,0.545480736
1458,0.184258445,0.546430563
1459,0.184760001,0.546504329
1460,0.185592062,0.547013751
1461,0.186450705,0.547046318
1462,0.187888549,0.547784079
1463,0.189298809,0.547576959
1464,0.19075909,0.54745056
1465,0.191846838,0.54712101
1466,0.192467979,0.54610049
1467,0.192691871,0.544682652
1468,0.193001169,0.544472167
1469,0.192784042,0.544167017
1470,0.1924112,0.544916985
1471,0.191932402,0.545543567
1472,0.19185963,0.546290059
1473,0.192240802,0.547037311
1474,0.192971473,0.548161035
1475,0.193689098,0.548521937
1476,0.194601579,0.548615352
1477,0.195658081,0.547869067
1478,0.197007323,0.547461325
1479,0.197903027,0.546420567
1480,0.198705514,0.546517139
1481,0.198702137,0.545280204
1482,0.198888268,0.545153923
1483,0.198933708,0.54507571
1484,0.199031382,0.545541056
1485,0.199047735,0.546215519
1486,0.199422133,0.547963387
1487,0.199437363,0.548539048
1488,0.199863416,0.550023028
1489,0.200310132,0.551485848
1490,0.200632804,0.552573379
1491,0.201031746,0.553878154
1492,0.20148109,0.555370889
1493,0.201780947,0.556433236
1494,0.202170915,0.557644198
1495,0.202592056,0.558825927
1496,0.202819903,0.559469919
1497,0.203061619,0.560010879
1498,0.20387439,0.561834221
1499,0.204199764,0.561956931
1500,0.204874819,0.562786403
1501,0.205469506,0.563174911
1502,0.206382631,0.564246114
1503,0.207167902,0.564695906
1504,0.208221762,0.56570034
1505,0.208794417,0.565418363
1506,0.209775186,0.566417292
1507,0.210429393,0.566690672
1508,0.211094004,0.567008831
1509,0.212042087,0.567973897
1510,0.213011682,0.568804558
1511,0.21369422,0.568743834
1512,0.214831404,0.569783528
1513,0.215759858,0.570173822
1514,0.216788324,0.570710532
1515,0.217760209,0.571002379
1516,0.2190708,0.572157985
1517,0.219795231,0.57181647
1518,0.221220122,0.573263349
1519,0.222246704,0.573675096
1520,0.223096891,0.57370959
1521,0.224050768,0.574151615
1522,0.225218877,0.575249913
1523,0.226234565,0.576006013
1524,0.227271814,0.576810564
1525,0.228056023,0.57696936
1526,0.228963164,0.577458867
1527,0.22969447,0.577471549
1528,0.230949035,0.578712104
1529,0.231756112,0.578718612
1530,0.23288333,0.57945873
1531,0.233843269,0.579767257
1532,0.235079149,0.5807752
1533,0.235760687,0.580380631
1534,0.236838151,0.580964134
1535,0.23758638,0.580794622
1536,0.238503596,0.581137932
1537,0.239194125,0.581002295
1538,0.239987798,0.581134501
1539,0.240853967,0.581403387
1540,0.2420298,0.582389944
1541,0.242803265,0.58239107
1542,0.243879462,0.583075852
1543,0.244818631,0.58335145
1544,0.245798527,0.58357694
1545,0.246621201,0.583400528
1546,0.247873317,0.58435677
1547,0.248429652,0.583941122
1548,0.249391864,0.584719819
1549,0.249980353,0.584632751
1550,0.250904198,0.58510995
1551,0.251506847,0.584461536
1552,0.253115769,0.585927468
1553,0.253844502,0.58536904
1554,0.255343737,0.586824683
1555,0.256127734,0.586851834
1556,0.256794027,0.586727655
1557,0.257567787,0.586898348
1558,0.258647981,0.58780142
1559,0.259007937,0.587164711
1560,0.260036575,0.58801525
1561,0.260534323,0.587496404
1562,0.261681715,0.588119142
1563,0.262769727,0.588392699
1564,0.264204054,0.589478987
1565,0.264706716,0.58878681
1566,0.265642643,0.58940088
1567,0.266115769,0.589145801
1568,0.266655111,0.589011647
1569,0.267612253,0.589626334
1570,0.268516538,0.590025303
1571,0.268916537,0.589289001
1572,0.269750691,0.589540655
1573,0.270589472,0.589861771
1574,0.271312345,0.589972204
1575,0.271909152,0.58985034
1576,0.273031539,0.590906133
1577,0.273408212,0.590449226
1578,0.27416687,0.590851182
1579,0.274746993,0.590786748
1580,0.275386314,0.590670714
1581,0.276021384,0.590398173
1582,0.277282772,0.591381407
1583,0.277754051,0.590661113
1584,0.27912884,0.591798369
1585,0.280010924,0.591824556
1586,0.280527989,0.591150112
1587,0.28158242,0.591801277
1588,0.282673372,0.592708729
1589,0.282923438,0.591978171
1590,0.284051398,0.593169366
1591,0.284554493,0.593141313
1592,0.285066222,0.593297192
1593,0.285402894,0.593085545
1594,0.286256337,0.593750979
1595,0.286716928,0.593309972
1596,0.288073821,0.594533521
1597,0.288700149,0.594169337
1598,0.289296916,0.593771836
1599,0.290310001,0.594161757
1600,0.291577111,0.595067472
1601,0.291957165,0.594305074
1602,0.292813428,0.594798324
1603,0.293352638,0.594907108
1604,0.293804292,0.594902203
1605,0.294402805,0.595056016
1606,0.295194096,0.595428656
1607,0.295751038,0.595245783
1608,0.296737305,0.59581738
1609,0.297262985,0.595316077
1610,0.298164106,0.59534385
1611,0.299094525,0.595348739
1612,0.299964603,0.595334469
1613,0.300710913,0.595284606
1614,0.30188529,0.596193392
1615,0.302316735,0.595755546
1616,0.302904319,0.595767923
1617,0.303377343,0.595760036
1618,0.304284513,0.596751162
1619,0.304538267,0.596481507
1620,0.305197519,0.596930638
1621,0.30562572,0.59692776
1622,0.306372368,0.597512735
1623,0.30675574,0.597293757
1624,0.307618367,0.59785452
1625,0.307905304,0.597164659
1626,0.308919213,0.597824572
1627,0.309499437,0.597651169
1628,0.310161628,0.597512799
1629,0.310705606,0.597125126
1630,0.311798716,0.598009772
1631,0.311657896,0.596976292
1632,0.312260386,0.597786511
1633,0.312407786,0.597903835
1634,0.312575901,0.597987374
1635,0.312820971,0.598082603
1636,0.313051276,0.598134439
1637,0.313033962,0.597602999
1638,0.313583006,0.597939095
1639,0.313819619,0.597380718
1640,0.314353307,0.59725286
1641,0.314873411,0.59717705
1642,0.315774164,0.598051629
1643,0.316072523,0.597922146
1644,0.316867893,0.598800521
1645,0.317107386,0.598634189
1646,0.317420615,0.598607547
1647,0.317804257,0.598736683
1648,0.318498749,0.599478165
1649,0.318165124,0.598302541
1650,0.318717985,0.598729214
1651,0.318834663,0.598404624
1652,0.319414267,0.599194829
1653,0.319087522,0.598690153
1654,0.31893529,0.598843993
1655,0.318614121,0.598796466
1656,0.318942449,0.599877971
1657,0.318704002,0.599875714
1658,0.318568657,0.60005756
1659,0.318502189,0.600247813
1660,0.318603486,0.600512206
1661,0.318330809,0.599818615
1662,0.318625878,0.60012117
1663,0.318424406,0.599607362
1664,0.318756463,0.600273949
1665,0.318480511,0.599882194
1666,0.31853612,0.600180102
1667,0.318309184,0.599996965
1668,0.318255669,0.600230266
1669,0.317601389,0.599374587
1670,0.317231975,0.599032694
1671,0.317200026,0.599248148
1672,0.317017592,0.599128463
1673,0.316807475,0.59897536
1674,0.316341017,0.598424722
1675,0.316338043,0.598841518
1676,0.315996318,0.598678361
1677,0.315967481,0.599154565
1678,0.315331884,0.598519415
1679,0.314983083,0.598485108
1680,0.314508185,0.598244618
1681,0.314423544,0.598750548
1682,0.313518324,0.597711985
1683,0.313499112,0.59838288
1684,0.312637863,0.597420617
1685,0.312098681,0.59699819
1686,0.311976614,0.597289045
1687,0.311938903,0.597705761
1688,0.311338413,0.597061627
1689,0.31112736,0.597199628
1690,0.310590719,0.596718327
1691,0.310476683,0.597090155
1692,0.310146223,0.597121789
1693,0.309887762,0.597336553
1694,0.309050369,0.596502288
1695,0.309163394,0.597634452
1696,0.308412467,0.597331039
1697,0.307409841,0.596792773
1698,0.306557465,0.596560495
1699,0.306134383,0.596931658
1700,0.305575125,0.596779886
1701,0.305450184,0.59731613
1702,0.304669811,0.596419055
1703,0.304173049,0.595889663
1704,0.303849825,0.595375231
1705,0.303614059,0.594970623
1706,0.30314637,0.594375063
1707,0.302960243,0.594809586
1708,0.301812985,0.59365809
1709,0.300961407,0.593153217
1710,0.300511976,0.59330279
1711,0.30038527,0.594017301
1712,0.299616569,0.59343498
1713,0.29962565,0.594375488
1714,0.299067828,0.594181204
1715,0.298665699,0.594286116
1716,0.298482644,0.594831724
1717,0.29824687,0.595287212
1718,0.297485619,0.594730084
1719,0.297354351,0.595442213
1720,0.29635882,0.594383327
1721,0.295573046,0.593651749
1722,0.295385658,0.594038329
1723,0.294737478,0.593469499
1724,0.293744507,0.592235428
1725,0.293673265,0.592925968
1726,0.293040739,0.592508612
1727,0.292566321,0.592378937
1728,0.292314403,0.592618173
1729,0.291719247,0.592094934
1730,0.290887806,0.591049141
1731,0.290644327,0.591172522
1732,0.289893544,0.590217525
1733,0.289369331,0.589676617
1734,0.289218182,0.589901684
1735,0.289036439,0.59011955
1736,0.288752057,0.590171587
1737,0.288763463,0.590854928
1738,0.288301423,0.590584425
1739,0.287727486,0.590107302
1740,0.287262313,0.589880681
1741,0.286896654,0.589855593
1742,0.286418526,0.589556443
1743,0.286323643,0.589929937
1744,0.28547099,0.588733557
1745,0.284579398,0.587602295
1746,0.284068707,0.587495557
1747,0.283364408,0.587149354
1748,0.282399021,0.586411429
1749,0.282187758,0.587396866
1750,0.281218001,0.587127341
1751,0.280245731,0.587022995
1752,0.279560015,0.587382879
1753,0.279024141,0.587704237
1754,0.278311246,0.58744448
1755,0.277734882,0.587281051
1756,0.276996477,0.586580894
1757,0.276750877,0.586589366
1758,0.277381354,0.588255747
1759,0.277130532,0.588130487
1760,0.276172125,0.586839033
1761,0.275458684,0.586353134
1762,0.274518087,0.585458302
1763,0.273663618,0.584592265
1764,0.273296133,0.584515098
1765,0.273091627,0.584661087
1766,0.273036919,0.585143979
1767,0.272955351,0.585722576
1768,0.272502104,0.585637024
1769,0.272138034,0.585791722
1770,0.271831035,0.586022375
1771,0.271305451,0.585844712
1772,0.270498366,0.585066099
1773,0.270060624,0.584812888
1774,0.269836591,0.584390013
1775,0.270140675,0.584268341
1776,0.271260806,0.585599192
1777,0.271915601,0.586299582
1778,0.271919008,0.586367119
1779,0.271899822,0.586810542
1780,0.271261048,0.585947331
1781,0.271179689,0.585972822
1782,0.271742363,0.587274181
1783,0.271790209,0.58726386
1784,0.271820311,0.586833987
1785,0.272563909,0.586992238
1786,0.27328445,0.586347521
1787,0.273752503,0.585518382
1788,0.27386606,0.585715141
1789,0.272606121,0.585338144
1790,0.271110063,0.58548378
1791,0.270191781,0.585824907
1792,0.269655807,0.584749846
1793,0.269752596,0.583463174
1794,0.270808573,0.582767267
1795,0.272386488,0.581306744
1796,0.275543906,0.579070188
1797,0.279835469,0.577213919
1798,0.28330095,0.575967221
1799,0.284504782,0.57695009
1800,0.284188425,0.580671634
1801,0.283134997,0.585021059
1802,0.283329349,0.588975378
1803,0.284251346,0.592948912
1804,0.285252482,0.595709526
1805,0.286834951,0.597572816
1806,0.290142404,0.598211237
1807,0.294516997,0.596381234
1808,0.298831402,0.594435323
1809,0.300728157,0.5937355
1810,0.299545499,0.593916512
1811,0.297074496,0.595623358
1812,0.29559,0.599390833
1813,0.295380329,0.605768902
1814,0.296424483,0.615647372
1815,0.297151492,0.622028348
1816,0.296940672,0.61965622
1817,0.296890544,0.609842014
1818,0.297079761,0.596626668
1819,0.29725,0.58425
1820,0.298303904,0.575609248
1821,0.298973596,0.566494869
1822,0.300312309,0.559885815
1823,0.302968061,0.558578135
1824,0.307763481,0.566090034
1825,0.313773825,0.575741202
1826,0.320910624,0.581149162
1827,0.331986268,0.581162277
1828,0.345177799,0.578392406
1829,0.355209422,0.574881883
1830,0.358705086,0.574898148
1831,0.3550835,0.57431299
1832,0.348270892,0.575325296
1833,0.339887861,0.576849647
1834,0.327287239,0.577152299
1835,0.311906646,0.5767282
1836,0.30022477,0.579774265
1837,0.29494613,0.586722265
1838,0.295998572,0.602356692
1839,0.300612238,0.617873774
1840,0.306554193,0.623970975
1841,0.316475581,0.621885341
1842,0.329177674,0.616474047
1843,0.338542416,0.605734568
1844,0.343918215,0.592221069
1845,0.346686927,0.573148931
1846,0.346628557,0.556028088
1847,0.342145864,0.545934255
1848,0.332269354,0.543936562
1849,0.319429112,0.545204947
1850,0.310315121,0.550254059
1851,0.30754393,0.557951239
1852,0.3083579,0.568941109
1853,0.310939053,0.578947383
1854,0.313776211,0.584001499
1855,0.315379807,0.58030269
1856,0.317315596,0.574550091
1857,0.317735694,0.567063022
1858,0.317919396,0.55964841
1859,0.316906818,0.549349275
1860,0.317252722,0.544315436
1861,0.316897131,0.54469442
1862,0.31820105,0.555373942
1863,0.31929987,0.567763316
1864,0.321606557,0.578891803
1865,0.326994135,0.586869764
1866,0.334378624,0.595196244
1867,0.335004064,0.598253069
1868,0.324408094,0.596689501
1869,0.301404438,0.586739107
1870,0.275488436,0.574511212
1871,0.256400237,0.566753277
1872,0.24268223,0.564692678
1873,0.231720944,0.56222822
1874,0.230804556,0.564646591
1875,0.244595985,0.567475264
1876,0.274164944,0.573381262
1877,0.303564773,0.579394268
1878,0.316969139,0.583147512
1879,0.309645919,0.589733716
1880,0.290695406,0.592567889
1881,0.252880473,0.538499742
1882,0.228399704,0.477855893
1883,0.232449485,0.454829599
1884,0.27386836,0.495598699
1885,0.360748016,0.630506565
1886,0.504034909,0.883415301
1887,0.596438178,1.084596557
1888,0.55534334,1.140710416
1889,0.350332503,1.041993829
1890,0.095725845,0.856361503
1891,1.45972E-13,0.561267643
1892,1.64569E-13,0.154293175
1893,0,0.007365514
1894,0,0.335546707
1895,0,0.796591954
1896,0,1.052847293
1897,0,1.23527152
1898,0,1.835493675
1899,0,3.60859E-12
1900,0,5.14283E-13
1901,0,2.59451E-13
1902,0,0.177415063
1903,0,0.382262334
1904,0,0.4917
1905,0,0.531746597
1906,0,0.585816196
1907,0.98,0.98
1908,2.339E-12,2.339E-12
1909,5.16249E-13,5.16249E-13
1910,0.061157199,0.061157199
1911,0.299238975,0.299238975
1912,0.45236474,0.45236474
1913,0.507853499,0.507853499
1914,0.522219991,0.522219991
1915,0.507832811,0.507832811
1916,0.9804,0.9804
1917,0.9797,0.9797
1918,0.9764,0.9764
1919,1.032797331,0.516398599
1920,1.024542045,0.512271155
1921,0.957993977,0.478997091
1922,0.751768461,0.375884351
1923,0.305028215,0.15251409
1924,4.52791E-13,4.52791E-13
1925,4.87554E-13,4.87554E-13
1926,4.58849E-13,4.58849E-13
1927,0.136827874,3.64017E-13
1928,0.348886818,2.6188E-13
1929,0.472133537,2.18241E-13
1930,0.583424876,0.130797604
1931,0.788313591,0.510252673
1932,0.9839,0.9839
1933,0.841116129,0.833330545
1934,0.639455368,0.567725811
1935,0.451052583,0.494357852
1936,0.223398569,0.580730626
1937,0.046936012,0.65241101
1938,1.45331E-13,0.617173045
1939,1.47493E-13,0.472723445
1940,1.50341E-13,0.342366603
1941,0.069773929,0.343548296
1942,0.197432183,0.424630754
1943,0.247003762,0.486480467
1944,0.165966026,0.501071223
1945,0.056017102,0.49795431
1946,7.49916E-14,0.488877443
1947,7.87523E-14,0.45172116
1948,8.73574E-14,0.404127663
1949,8.96312E-14,0.394140554
1950,8.61569E-14,0.430525509
1951,7.88689E-14,0.474335099
1952,0.052767655,0.514602292
1953,0.160649952,0.553274914
1954,0.216855484,0.551513657
1955,0.189931541,0.48106979
1956,0.128488529,0.383517293
1957,0.077723074,0.323380482
1958,0.03130299,0.306949043
1959,3.31494E-14,0.310968225
1960,0.01097046,0.336465644
1961,0.072210642,0.383736974
1962,0.120538987,0.419936024
1963,0.125365701,0.421651881
1964,0.109591188,0.409349651
1965,0.093230054,0.396395111
1966,0.085195191,0.396525593
1967,0.079052308,0.401110708
1968,0.077269877,0.413251235
1969,0.081033262,0.433522194
1970,0.087138765,0.458661563
1971,0.088836487,0.4681274
1972,0.085848417,0.464575625
1973,0.083143494,0.458791644
1974,0.084437171,0.454588064
1975,0.087636957,0.445252254
1976,0.091746523,0.443160658
1977,0.093871054,0.442441545
1978,0.095387851,0.444458581
1979,0.095958447,0.448252711
1980,0.095367391,0.455814764
1981,0.09336678,0.460175628
1982,0.092690948,0.465098868
1983,0.091054608,0.460864626
1984,0.090862089,0.457872108
1985,0.093786395,0.457530368
1986,0.099967926,0.459946944
1987,0.103160004,0.457297262
1988,0.101335874,0.454262875
1989,0.095647824,0.446128531
1990,0.091147184,0.441876202
1991,0.087921389,0.442332716
1992,0.08655615,0.449150474
1993,0.088782488,0.455619534
1994,0.099999078,0.475655488
1995,0.111346462,0.493762937
1996,0.110850797,0.497015466
1997,0.098401383,0.483329974
1998,0.088409091,0.471515152
1999,0.089844594,0.46676611
2000,0.099110483,0.468744552
2001,0.110374425,0.467535333
2002,0.127556472,0.468550733
2003,0.141877051,0.468630153
2004,0.141023345,0.466205026
2005,0.12369957,0.456487237
2006,0.106670545,0.452826774
2007,0.096591237,0.453287672
2008,0.091106082,0.46143338
2009,0.094890542,0.47031778
2010,0.116392497,0.48511565
2011,0.139582585,0.493756154
2012,0.146519719,0.500500889
2013,0.132954007,0.492754898
2014,0.116437418,0.483989767
2015,0.111370151,0.489858216
2016,0.111593513,0.502145245
2017,0.114892857,0.505528571
2018,0.12623501,0.509184668
2019,0.136440424,0.505296187
2020,0.137402827,0.499626846
2021,0.129944548,0.49243562
2022,0.120441313,0.485757761
2023,0.113285614,0.484484513
2024,0.10683971,0.488469779
2025,0.102863271,0.488316546
2026,0.105326977,0.489184343
2027,0.110124835,0.487100438
2028,0.114581542,0.49078776
2029,0.114370105,0.483809818
2030,0.115169827,0.483631658
2031,0.116164537,0.483788875
2032,0.117571735,0.486368461
2033,0.119774425,0.490521021
2034,0.123590639,0.495712579
2035,0.126805226,0.495135439
2036,0.129375684,0.497258536
2037,0.127692524,0.490430693
2038,0.124625107,0.483223091
2039,0.121647219,0.481553233
2040,0.117098794,0.48313163
2041,0.113577788,0.484176637
2042,0.1162446,0.490009958
2043,0.122012024,0.492929498
2044,0.127103959,0.49682119
2045,0.129292028,0.496568548
2046,0.129934305,0.494804364
2047,0.127267285,0.490075006
2048,0.12211546,0.492096987
2049,0.116857099,0.491568734
2050,0.119876082,0.497736726
2051,0.129292482,0.508926233
2052,0.135943662,0.516585915
2053,0.131908114,0.506355669
2054,0.126418425,0.49956121
2055,0.122452214,0.491720071
2056,0.122728189,0.495308403
2057,0.12403558,0.49811504
2058,0.128628403,0.502821858
2059,0.133615867,0.499274091
2060,0.13543662,0.501115493
2061,0.125995602,0.498609303
2062,0.112996478,0.497925309
2063,0.105821408,0.498717637
2064,0.104655834,0.50550473
2065,0.106344434,0.509485161
2066,0.113141316,0.513998254
2067,0.122706657,0.51098336
2068,0.12752342,0.510075958
2069,0.120916676,0.505210372
2070,0.111693917,0.500196406
2071,0.108888513,0.492551826
2072,0.115070934,0.49405622
2073,0.121682802,0.492714545
2074,0.128188491,0.500624424
2075,0.135153804,0.513868268
2076,0.138071099,0.520596612
2077,0.132669037,0.511405809
2078,0.126567987,0.503204493
2079,0.125324923,0.498825562
2080,0.130016262,0.50332693
2081,0.134556658,0.508195761
2082,0.135395816,0.510159395
2083,0.133653763,0.508348542
2084,0.13221801,0.510145697
2085,0.127551295,0.503179306
2086,0.122698554,0.496234817
2087,0.120660343,0.496356546
2088,0.120539145,0.501294455
2089,0.119735072,0.499091043
2090,0.123131838,0.507403112
2091,0.125909318,0.508979707
2092,0.127990707,0.51041388
2093,0.129428443,0.512282877
2094,0.131117853,0.515806926
2095,0.131490159,0.513937296
2096,0.134777446,0.523818069
2097,0.135614286,0.521593407
2098,0.138595918,0.520461679
2099,0.14185239,0.519677455
2100,0.141476873,0.516678117
2101,0.136081815,0.507983568
2102,0.131996843,0.505432867
2103,0.130163637,0.50310879
2104,0.130310197,0.503669212
2105,0.132086216,0.507614476
2106,0.135599726,0.513539916
2107,0.138817797,0.517611542
2108,0.140946546,0.52364499
2109,0.138095182,0.517141491
2110,0.135004508,0.508866944
2111,0.135564855,0.509848955
2112,0.13750385,0.513124825
2113,0.139117098,0.509957543
2114,0.144354557,0.51025178
2115,0.147968353,0.508407988
2116,0.147860387,0.511162092
2117,0.145393233,0.518514933
2118,0.142551724,0.526344828
2119,0.136757413,0.524090201
2120,0.132151909,0.52454167
2121,0.130822234,0.520999848
2122,0.134502779,0.517493727
2123,0.13758972,0.510303578
2124,0.139491786,0.508960836
2125,0.139159721,0.503908837
2126,0.14061683,0.5086211
2127,0.138328293,0.50587092
2128,0.137477243,0.507948314
2129,0.140000808,0.512003932
2130,0.144632354,0.514875188
2131,0.146595556,0.513084444
2132,0.145313592,0.513698551
2133,0.141955332,0.511506602
2134,0.142283406,0.512784629
2135,0.146458153,0.518467616
2136,0.152191163,0.523533331
2137,0.160159813,0.525298605
2138,0.170702292,0.531407788
2139,0.173357194,0.531538698
2140,0.167317272,0.528675972
2141,0.158932278,0.526795712
2142,0.149171918,0.518402795
2143,0.138586399,0.509247588
2144,0.135845064,0.50865756
2145,0.144319563,0.508047506
2146,0.156121365,0.509907098
2147,0.159608871,0.515533369
2148,0.152271806,0.515449337
2149,0.14326965,0.511686239
2150,0.14192947,0.519733562
2151,0.142202773,0.526818854
2152,0.143080167,0.52926629
2153,0.14603201,0.531289751
2154,0.14922377,0.531111787
2155,0.14989198,0.521750012
2156,0.153177206,0.520277003
2157,0.155398963,0.518966541
2158,0.155594877,0.515429925
2159,0.155286364,0.513984754
2160,0.153876172,0.513200362
2161,0.15273679,0.517832488
2162,0.149602505,0.51916085
2163,0.144451829,0.521486733
2164,0.139002658,0.522496376
2165,0.136760857,0.518283563
2166,0.138876834,0.514085089
2167,0.141927661,0.508439335
2168,0.14658766,0.505274702
2169,0.150813345,0.49931533
2170,0.153450644,0.496185406
2171,0.15479224,0.4963287
2172,0.15607118,0.500876777
2173,0.155199447,0.504246228
2174,0.154595909,0.513052619
2175,0.153952725,0.513814959
2176,0.157075262,0.515684961
2177,0.16162843,0.520512735
2178,0.1625649,0.519794801
2179,0.160000516,0.511286953
2180,0.159087756,0.508846423
2181,0.157103108,0.503550851
2182,0.157022999,0.504934156
2183,0.156722396,0.504928112
2184,0.157166735,0.506534826
2185,0.156826625,0.510172872
2186,0.153904127,0.515286366
2187,0.149340222,0.516235827
2188,0.147153591,0.515438876
2189,0.146424532,0.512656638
2190,0.147502447,0.510507249
2191,0.151288454,0.509371725
2192,0.157930423,0.513585627
2193,0.162301861,0.51519017
2194,0.164586715,0.513461087
2195,0.166459404,0.514794688
2196,0.164090335,0.510615153
2197,0.160102113,0.505102217
2198,0.160683462,0.509579056
2199,0.16105616,0.508239352
2200,0.161252387,0.507075014
2201,0.16052901,0.508629302
2202,0.159460766,0.510938341
2203,0.158990872,0.509564279
2204,0.160502186,0.508260421
2205,0.161353745,0.504456668
2206,0.162636116,0.504111339
2207,0.16332071,0.502933861
2208,0.162254201,0.499126598
2209,0.161480094,0.49950755
2210,0.159803391,0.498724561
2211,0.157147568,0.496313688
2212,0.155901994,0.499342095
2213,0.156069342,0.501648226
2214,0.156954088,0.499223034
2215,0.158089232,0.495734301
2216,0.15952903,0.494660971
2217,0.16052825,0.492391693
2218,0.162665267,0.494547817
2219,0.165227478,0.498903781
2220,0.167253038,0.502488168
2221,0.169789158,0.507500594
2222,0.173449341,0.516657669
2223,0.173712984,0.522166752
2224,0.171520599,0.529440631
2225,0.168191322,0.535152635
2226,0.164367785,0.536031177
2227,0.160788015,0.535719321
2228,0.158866579,0.533306691
2229,0.158885411,0.528299833
2230,0.160097521,0.523177351
2231,0.162017654,0.518636518
2232,0.164476509,0.513385436
2233,0.166524981,0.509462562
2234,0.169259522,0.509751892
2235,0.170824684,0.510821512
2236,0.169800219,0.512739561
2237,0.167279033,0.516158833
2238,0.164258323,0.515164126
2239,0.161219857,0.510991041
2240,0.160178212,0.510757197
2241,0.159284806,0.506590189
2242,0.158881903,0.500943326
2243,0.158267482,0.498448547
2244,0.155586547,0.495140441
2245,0.153243775,0.493089735
2246,0.152902368,0.493301648
2247,0.152335731,0.49059177
2248,0.153044229,0.491659815
2249,0.155638349,0.497366868
2250,0.156217713,0.499459575
2251,0.153020563,0.49754285
2252,0.149162723,0.497202674
2253,0.147071853,0.495697649
2254,0.147304924,0.492943262
2255,0.148033681,0.493910608
