Wvl,Sample_4,Sample_5
624,0.07147527,0.371600921
625,0.071428027,0.371039958
626,0.071524146,0.371416592
627,0.071557516,0.371743841
628,0.07154297,0.371778776
629,0.071552601,0.371914623
630,0.071546138,0.371973057
631,0.071556421,0.372189043
632,0.071491249,0.372307154
633,0.071448403,0.372746124
634,0.071338129,0.373089293
635,0.071140398,0.37332431
636,0.070823662,0.373396584
637,0.070479915,0.373653081
638,0.070130552,0.374101826
639,0.069714967,0.374350105
640,0.069162127,0.374341666
641,0.068622728,0.37458725
642,0.068107897,0.374869313
643,0.067476387,0.375218881
644,0.066917095,0.375686944
645,0.066406451,0.375957869
646,0.065919829,0.37628333
647,0.06534376,0.376093488
648,0.064960429,0.376477982
649,0.064671832,0.376706987
650,0.06430112,0.376859055
651,0.064099774,0.377152587
652,0.063889864,0.376946674
653,0.063768254,0.377315733
654,0.063649917,0.377507715
655,0.063466101,0.377309481
656,0.063272059,0.377175591
657,0.062989855,0.376720512
658,0.062693586,0.376484588
659,0.062375805,0.376551591
660,0.061954747,0.376225291
661,0.061729868,0.376202235
662,0.061401948,0.375924405
663,0.061075988,0.375829016
664,0.060725489,0.375488081
665,0.060338341,0.375135336
666,0.060062792,0.374979123
667,0.059802795,0.374733181
668,0.059512479,0.374634737
669,0.05929116,0.374452534
670,0.059076404,0.374092341
671,0.058962755,0.374046725
672,0.058947045,0.373933311
673,0.058902715,0.37365179
674,0.059008578,0.374080523
675,0.059124793,0.374332162
676,0.059245067,0.374679372
677,0.059391558,0.374652237
678,0.059635803,0.375072984
679,0.059858599,0.375318255
680,0.060184688,0.375886239
681,0.060705072,0.376624916
682,0.06133851,0.377327305
683,0.062048137,0.37813649
684,0.062841671,0.379170605
685,0.063874973,0.380265488
686,0.065207369,0.381413329
687,0.066776277,0.382174218
688,0.06842325,0.383156162
689,0.070380022,0.384411887
690,0.07264865,0.386128091
691,0.075099209,0.388077364
692,0.077602198,0.389606586
693,0.080684143,0.391269021
694,0.084130442,0.392725582
695,0.087643038,0.394221952
696,0.091633517,0.395644028
697,0.095815745,0.397363919
698,0.100134323,0.398967675
699,0.104697595,0.400348648
700,0.109678201,0.401519765
701,0.114985726,0.402898653
702,0.120291029,0.404266756
703,0.125309435,0.405333757
704,0.130764141,0.406862577
705,0.136215307,0.408065026
706,0.141715479,0.409048244
707,0.147405559,0.410167797
708,0.152559075,0.411002357
709,0.15811599,0.411958501
710,0.164008402,0.413042271
711,0.169800304,0.413874391
712,0.175670587,0.414626011
713,0.181262483,0.415400683
714,0.186876686,0.416489187
715,0.192823993,0.417754352
716,0.198822224,0.419054896
717,0.205094946,0.419394213
718,0.211981811,0.419442599
719,0.219266013,0.41997138
720,0.226244689,0.420541649
721,0.23255518,0.421731447
722,0.238222762,0.423208579
723,0.243616608,0.424249026
724,0.249628603,0.424303666
725,0.255784586,0.425207907
726,0.262016716,0.426010958
727,0.268111186,0.426434088
728,0.274046176,0.427337033
729,0.27949097,0.427944976
730,0.285119844,0.428892331
731,0.290517448,0.429740314
732,0.295419764,0.430417328
733,0.300048548,0.431420188
734,0.304794297,0.432548278
735,0.309023736,0.433102523
736,0.313107463,0.433816937
737,0.317061888,0.434538836
738,0.321054692,0.43527811
739,0.324756214,0.435934665
740,0.328440978,0.436990631
741,0.331592631,0.437625657
742,0.33457351,0.438328512
743,0.337685432,0.439103379
744,0.340709349,0.439775952
745,0.343228946,0.440100968
746,0.345678431,0.440577632
747,0.34822689,0.441554645
748,0.350398608,0.442211741
749,0.352572835,0.44306158
750,0.354317259,0.443840741
751,0.356065847,0.444461424
752,0.357977372,0.445261592
753,0.359813094,0.446124351
754,0.361433673,0.447012313
755,0.362571975,0.447634962
756,0.363928298,0.448460751
757,0.365734444,0.449878703
758,0.367857351,0.451645393
759,0.369839006,0.452893473
760,0.370846109,0.452029404
761,0.372028761,0.450977878
762,0.372627206,0.450590879
763,0.372753607,0.451299136
764,0.373568878,0.452273785
765,0.373355039,0.452688863
766,0.373732392,0.453645139
767,0.374323208,0.454663366
768,0.375252646,0.455962487
769,0.375736341,0.456290082
770,0.376358838,0.456841975
771,0.377100521,0.457481842
772,0.377832365,0.458169476
773,0.378344113,0.458758199
774,0.378716057,0.458846715
775,0.379099822,0.459353924
776,0.379805875,0.460282429
777,0.380354376,0.460943175
778,0.380829114,0.461552211
779,0.381385284,0.46197002
780,0.381935154,0.462306808
781,0.382507047,0.462925664
782,0.383007622,0.463591433
783,0.383213519,0.463621122
784,0.383662178,0.463902541
785,0.384045373,0.464616705
786,0.384487475,0.465107197
787,0.385287598,0.465818458
788,0.385859452,0.466743182
789,0.386198339,0.467072336
790,0.386434585,0.467482604
791,0.387020172,0.468212949
792,0.387272607,0.468393862
793,0.387657058,0.468718466
794,0.388033552,0.469132705
795,0.388360859,0.469572095
796,0.388832096,0.470137014
797,0.389579871,0.470854057
798,0.389969759,0.471106091
799,0.390135688,0.471598435
800,0.39093141,0.472257469
801,0.391154329,0.472527556
802,0.391595378,0.472868607
803,0.392158004,0.473267821
804,0.392571083,0.473947417
805,0.392782505,0.473682493
806,0.392922806,0.473963756
807,0.393745857,0.474790742
808,0.39433725,0.47555026
809,0.39427275,0.475937021
810,0.394987316,0.4763382
811,0.39523669,0.477566443
812,0.395836951,0.478297714
813,0.396458631,0.478625181
814,0.397183873,0.479257317
815,0.39738379,0.479552133
816,0.397752803,0.479547617
817,0.397543305,0.479437746
818,0.397627388,0.479907968
819,0.398105285,0.480475592
820,0.398840362,0.481118307
821,0.399959265,0.482611881
822,0.400238903,0.483407821
823,0.400003892,0.482689181
824,0.400422444,0.482787633
825,0.400881885,0.483563654
826,0.401783911,0.485328314
827,0.402197798,0.486191386
828,0.402248187,0.485724244
829,0.402669323,0.486349899
830,0.403482778,0.487023386
831,0.403887666,0.487399897
832,0.403815316,0.487399457
833,0.404094135,0.487725247
834,0.404581547,0.488203525
835,0.404900222,0.488993925
836,0.405812699,0.490356914
837,0.406352786,0.490715015
838,0.40654464,0.4908031
839,0.406662001,0.491043275
840,0.407227166,0.491603082
841,0.407491287,0.49208732
842,0.40770563,0.492445381
843,0.407955044,0.493088077
844,0.408585005,0.493342559
845,0.408818159,0.49326346
846,0.409758537,0.494530741
847,0.410788238,0.495834969
848,0.410254134,0.495651511
849,0.410486272,0.495805453
850,0.410383293,0.496284364
851,0.410595746,0.496433472
852,0.411115559,0.496662804
853,0.411143898,0.496729187
854,0.411592944,0.497409307
855,0.412400385,0.497772675
856,0.412378082,0.498655228
857,0.411749935,0.498089942
858,0.412210659,0.49841991
859,0.413606893,0.500020279
860,0.414382315,0.501155174
861,0.413942136,0.500731244
862,0.415122109,0.501830976
863,0.415370372,0.501813055
864,0.415828218,0.502224939
865,0.41435889,0.501501335
866,0.41479654,0.501500705
867,0.415326896,0.501616297
868,0.416420214,0.503159668
869,0.417226359,0.504445371
870,0.416539243,0.503590887
871,0.416585284,0.503746007
872,0.417425171,0.504612733
873,0.416816736,0.503862335
874,0.418218435,0.506054559
875,0.418906939,0.507207024
876,0.419250273,0.508073089
877,0.419328024,0.508135891
878,0.420122514,0.508665271
879,0.419649404,0.508199794
880,0.420863434,0.509727817
881,0.421510474,0.509408896
882,0.42090937,0.509800021
883,0.421534404,0.510430918
884,0.421590459,0.51078024
885,0.422255172,0.511424162
886,0.423248991,0.512475607
887,0.423013779,0.512771799
888,0.42266964,0.512751473
889,0.423152554,0.513028114
890,0.422038767,0.51203597
891,0.422697095,0.512872408
892,0.423908164,0.513992106
893,0.424581434,0.514969571
894,0.424362303,0.51513359
895,0.424623759,0.515319572
896,0.423428239,0.51483302
897,0.42355311,0.515357513
898,0.424518177,0.515999066
899,0.423607679,0.515003801
900,0.424114065,0.516037225
901,0.424094864,0.515903253
902,0.424167557,0.515880713
903,0.424789898,0.515982455
904,0.426637349,0.519480134
905,0.427361383,0.520609173
906,0.42774597,0.519956898
907,0.427525371,0.518612773
908,0.427017572,0.520181604
909,0.426940067,0.520013132
910,0.427604475,0.520119458
911,0.428425496,0.52054565
912,0.428134403,0.521091538
913,0.426718015,0.520109374
914,0.426877063,0.519836461
915,0.428064258,0.521145536
916,0.428404454,0.522206145
917,0.428150127,0.522209524
918,0.427963756,0.521038246
919,0.428380641,0.52112926
920,0.4286671,0.522792002
921,0.430471899,0.523769389
922,0.428912492,0.524923384
923,0.430216958,0.525890569
924,0.43075005,0.526038093
925,0.430591865,0.524889497
926,0.429494218,0.525423224
927,0.430432514,0.528594948
928,0.431685421,0.529581003
929,0.429876209,0.530223914
930,0.425215714,0.528887657
931,0.422622782,0.523394656
932,0.420737181,0.525832179
933,0.411759752,0.524489104
934,0.41274883,0.51725403
935,0.416672516,0.512083421
936,0.411874414,0.510073089
937,0.41733285,0.517222347
938,0.421979358,0.516698207
939,0.424789781,0.525713462
940,0.425046522,0.529358247
941,0.424351517,0.527217743
942,0.424764474,0.526642892
943,0.421372769,0.527930966
944,0.42221539,0.528500374
945,0.416420145,0.527370551
946,0.413954298,0.521886889
947,0.423647897,0.528661298
948,0.425278977,0.529787241
949,0.419864852,0.529745159
950,0.418812063,0.531884939
951,0.417970068,0.525576335
952,0.416088217,0.521945673
953,0.418865083,0.52933744
954,0.419508384,0.534056484
955,0.423954873,0.529140441
956,0.416739822,0.526362559
957,0.418614318,0.528390785
958,0.418446081,0.525288826
959,0.417730538,0.532329325
960,0.421822189,0.531475009
961,0.41556442,0.52802161
962,0.4161314,0.522338459
963,0.41639801,0.528529976
964,0.416138751,0.529508313
965,0.418380128,0.527339673
966,0.419687218,0.529697095
967,0.421216983,0.531223005
968,0.421449981,0.533575622
969,0.421740538,0.535258992
970,0.422524192,0.534278169
971,0.421014652,0.534436167
972,0.42268075,0.535404119
973,0.421811535,0.530355305
974,0.416740901,0.53470371
975,0.41794358,0.530255063
976,0.41994739,0.538944243
977,0.42149079,0.532820664
978,0.419148625,0.535141293
979,0.421865515,0.531553955
980,0.420511739,0.534270162
981,0.421006241,0.534631989
982,0.421309177,0.53425027
983,0.42258844,0.53458091
984,0.423259189,0.534168513
985,0.4240437,0.533923592
986,0.424985318,0.533895673
987,0.426171537,0.534189659
988,0.427043518,0.534101274
989,0.428376745,0.534598239
990,0.429221851,0.534492077
991,0.430400907,0.534805835
992,0.431698832,0.535268186
993,0.432636507,0.535283332
994,0.434262728,0.536147236
995,0.435222207,0.536183017
996,0.435880686,0.536705515
997,0.436413332,0.537167501
998,0.436813697,0.537466191
999,0.437385568,0.537976547
1000,0.437876653,0.538385279
1001,0.438211512,0.538596247
1002,0.439029224,0.53939116
1003,0.439362616,0.539581061
1004,0.439525485,0.539557197
1005,0.440271876,0.540251448
1006,0.440988865,0.540912429
1007,0.441115886,0.540848544
1008,0.441579988,0.541204206
1009,0.441886553,0.541380442
1010,0.44254292,0.542012566
1011,0.442676671,0.542032948
1012,0.443230739,0.542567187
1013,0.443855452,0.543156615
1014,0.444349558,0.543534541
1015,0.444716465,0.543720421
1016,0.445710008,0.544652443
1017,0.445971666,0.544686594
1018,0.446629311,0.545204295
1019,0.446678334,0.544970064
1020,0.447294969,0.545425395
1021,0.447538521,0.545428891
1022,0.447929145,0.545611745
1023,0.448212897,0.545661252
1024,0.448960643,0.546285025
1025,0.449522342,0.546704693
1026,0.449863591,0.546876838
1027,0.450077369,0.546909818
1028,0.450634495,0.547384145
1029,0.451052404,0.547721697
1030,0.451527924,0.548187825
1031,0.451947884,0.54863227
1032,0.452363606,0.549066886
1033,0.452460609,0.549059517
1034,0.4529808,0.54948302
1035,0.453257442,0.549565239
1036,0.453728166,0.54988504
1037,0.454374079,0.550467041
1038,0.454703596,0.550726066
1039,0.4548541,0.550802573
1040,0.455400868,0.551374876
1041,0.455679269,0.55162084
1042,0.455803671,0.551696593
1043,0.456171076,0.552076582
1044,0.456733945,0.552677659
1045,0.456892782,0.552748172
1046,0.457312435,0.553063699
1047,0.457909182,0.553559097
1048,0.458497487,0.554066313
1049,0.458755566,0.554251803
1050,0.458921885,0.554412346
1051,0.459478019,0.555089712
1052,0.459691959,0.555358438
1053,0.459848759,0.555523023
1054,0.460353573,0.556074169
1055,0.460611195,0.556315364
1056,0.460777275,0.556453588
1057,0.460959813,0.556637753
1058,0.461336938,0.557086301
1059,0.46139533,0.557162064
1060,0.462020801,0.557916109
1061,0.462288442,0.558212749
1062,0.462637732,0.558579061
1063,0.462947165,0.558886831
1064,0.463364202,0.559334308
1065,0.463431926,0.559387263
1066,0.463855431,0.559889088
1067,0.46391623,0.559966629
1068,0.464158257,0.560272387
1069,0.464092027,0.560208674
1070,0.46435939,0.560540013
1071,0.464344388,0.560544975
1072,0.464980749,0.561377695
1073,0.464962328,0.561481982
1074,0.465241997,0.561996006
1075,0.465272431,0.562255
1076,0.465250048,0.562494373
1077,0.465217345,0.562792209
1078,0.465398557,0.563453484
1079,0.465139916,0.563591357
1080,0.465013518,0.563793653
1081,0.465246279,0.564245809
1082,0.46556555,0.564651553
1083,0.465806291,0.564893795
1084,0.466273566,0.565427451
1085,0.466652082,0.565910809
1086,0.466843125,0.566173811
1087,0.46703124,0.566446712
1088,0.467305794,0.566847487
1089,0.467385865,0.567042611
1090,0.468032908,0.567953377
1091,0.468102274,0.568187559
1092,0.468146668,0.568412123
1093,0.468625226,0.569190876
1094,0.468646783,0.569446772
1095,0.468606489,0.569644821
1096,0.469138425,0.570539437
1097,0.469057574,0.570695088
1098,0.469349391,0.571316588
1099,0.469650982,0.571945035
1100,0.469646292,0.572176255
1101,0.469682706,0.572398894
1102,0.470175147,0.573142926
1103,0.470486649,0.573692256
1104,0.470547254,0.57403082
1105,0.470839593,0.57481872
1106,0.471184103,0.57579806
1107,0.471097467,0.576289758
1108,0.471616713,0.577454255
1109,0.471840301,0.578167679
1110,0.47212296,0.578928421
1111,0.472370308,0.579680296
1112,0.472252841,0.58008771
1113,0.471763995,0.580169053
1114,0.471345661,0.580451279
1115,0.470401254,0.580160802
1116,0.469738481,0.580219102
1117,0.46894777,0.580104265
1118,0.468121208,0.579913065
1119,0.467428527,0.579828328
1120,0.466898442,0.579840167
1121,0.466117559,0.579238824
1122,0.465678316,0.578877213
1123,0.464983552,0.578251269
1124,0.464301267,0.577898787
1125,0.463617835,0.577610955
1126,0.463109929,0.577657404
1127,0.462113778,0.577324826
1128,0.461332584,0.577575896
1129,0.460170574,0.577575861
1130,0.459026299,0.577730913
1131,0.458043358,0.578154737
1132,0.457071442,0.578648997
1133,0.456153021,0.579280189
1134,0.455334296,0.579995563
1135,0.454498445,0.580595874
1136,0.454034328,0.581597517
1137,0.453705697,0.582781984
1138,0.453399832,0.584064609
1139,0.452407383,0.584570432
1140,0.45140827,0.585231488
1141,0.449995602,0.585563039
1142,0.448131415,0.585432961
1143,0.446130059,0.585066365
1144,0.444252285,0.584605073
1145,0.442180483,0.583676568
1146,0.440338015,0.582951275
1147,0.438817616,0.582657459
1148,0.437367967,0.582427508
1149,0.435942633,0.582099136
1150,0.434902174,0.582123719
1151,0.434065918,0.582248712
1152,0.433491531,0.582539275
1153,0.432956735,0.582724373
1154,0.432689987,0.583160954
1155,0.432539518,0.583689826
1156,0.432293765,0.583972032
1157,0.431744332,0.583775994
1158,0.431619235,0.584185827
1159,0.431381152,0.584564116
1160,0.431217811,0.585219292
1161,0.431029089,0.585886513
1162,0.430899962,0.58653927
1163,0.430867707,0.587116296
1164,0.430895955,0.587612792
1165,0.430968309,0.588088455
1166,0.431111141,0.588641342
1167,0.431056709,0.588956786
1168,0.431251172,0.589634382
1169,0.431042211,0.589753345
1170,0.430992092,0.590056755
1171,0.431000669,0.590396436
1172,0.431138552,0.590896379
1173,0.431301405,0.591398704
1174,0.431474509,0.591861572
1175,0.431537813,0.592077828
1176,0.431781111,0.592430468
1177,0.431959535,0.592691874
1178,0.431952021,0.592809658
1179,0.43187761,0.593014406
1180,0.431692593,0.593183692
1181,0.43133727,0.593164473
1182,0.431144028,0.59334209
1183,0.431017319,0.59357802
1184,0.430889021,0.593807452
1185,0.430672973,0.59389558
1186,0.430672139,0.594247179
1187,0.430783362,0.594728199
1188,0.430881489,0.595167534
1189,0.43108698,0.595721356
1190,0.431176479,0.596071997
1191,0.431263268,0.596366779
1192,0.431349862,0.596625103
1193,0.431623602,0.597128292
1194,0.431440796,0.597008169
1195,0.43146049,0.597188024
1196,0.431349191,0.597181896
1197,0.431231915,0.597131063
1198,0.431097713,0.59698927
1199,0.431370867,0.597338598
1200,0.431570365,0.597543447
1201,0.431743953,0.597702613
1202,0.43203858,0.598041253
1203,0.432135053,0.598089688
1204,0.432323379,0.598267423
1205,0.432753533,0.598808903
1206,0.43290738,0.599044192
1207,0.432891796,0.599156901
1208,0.433063383,0.599512756
1209,0.433085418,0.599506926
1210,0.433505119,0.599794793
1211,0.434006235,0.600006521
1212,0.434663505,0.60035717
1213,0.435380922,0.600820844
1214,0.435892086,0.601071664
1215,0.436487174,0.601451702
1216,0.437086493,0.601835243
1217,0.43774405,0.602280719
1218,0.438226262,0.602457456
1219,0.438952808,0.602951177
1220,0.439452488,0.603126937
1221,0.439827488,0.60313941
1222,0.440432668,0.603468886
1223,0.44103915,0.603801554
1224,0.441555404,0.604026566
1225,0.442249134,0.604524904
1226,0.44277285,0.604837389
1227,0.443204363,0.605044658
1228,0.443706282,0.605332655
1229,0.444308568,0.605708027
1230,0.444917664,0.606045591
1231,0.445419673,0.606210911
1232,0.445703851,0.60607268
1233,0.446015874,0.605977455
1234,0.44662216,0.606264988
1235,0.447193698,0.606506095
1236,0.447582958,0.606526809
1237,0.448235311,0.606954843
1238,0.448888874,0.607427994
1239,0.449447739,0.607787192
1240,0.449861492,0.607934336
1241,0.450360979,0.608146133
1242,0.450816218,0.608254634
1243,0.45130122,0.608418857
1244,0.451751991,0.608612652
1245,0.452065276,0.608740431
1246,0.45238808,0.608966746
1247,0.452735617,0.609256867
1248,0.453031341,0.609452548
1249,0.453643549,0.610043412
1250,0.453925665,0.61018322
1251,0.454150826,0.610244894
1252,0.454454956,0.610415653
1253,0.454852482,0.610696536
1254,0.455102666,0.610776635
1255,0.455367067,0.610902819
1256,0.455622208,0.611074755
1257,0.455553516,0.610878583
1258,0.455627313,0.610909536
1259,0.455891343,0.61119779
1260,0.455841635,0.611033105
1261,0.455798815,0.610841494
1262,0.45584847,0.610778634
1263,0.45575413,0.610573344
1264,0.455580979,0.610357213
1265,0.455308692,0.61009289
1266,0.454933056,0.609720644
1267,0.454775556,0.609616537
1268,0.454668547,0.60952433
1269,0.454659401,0.60953599
1270,0.454783102,0.609715722
1271,0.454891957,0.609881793
1272,0.454876013,0.609894696
1273,0.454901517,0.609968024
1274,0.454940705,0.610054557
1275,0.455011657,0.61016819
1276,0.455164005,0.610359689
1277,0.455204957,0.610385236
1278,0.455265715,0.610450826
1279,0.455435338,0.610703966
1280,0.455687895,0.611110106
1281,0.455865614,0.611441133
1282,0.456165219,0.611946913
1283,0.456370595,0.612327107
1284,0.456394905,0.612481403
1285,0.456487218,0.612732331
1286,0.456525564,0.612896637
1287,0.456577583,0.61303046
1288,0.456745775,0.613242945
1289,0.456803579,0.613319553
1290,0.456934867,0.61360939
1291,0.456778647,0.613716644
1292,0.456490552,0.613820845
1293,0.456323189,0.614183507
1294,0.456159672,0.614566732
1295,0.45575746,0.614635854
1296,0.455470581,0.614914733
1297,0.455114418,0.615100209
1298,0.45464681,0.615074939
1299,0.454277058,0.615073592
1300,0.453971278,0.61510016
1301,0.45368719,0.615178955
1302,0.453197677,0.615086786
1303,0.452692523,0.615077439
1304,0.452177377,0.615135767
1305,0.451547059,0.61512249
1306,0.450969418,0.615272736
1307,0.450246751,0.615343942
1308,0.449302544,0.61521079
1309,0.44838695,0.615178881
1310,0.44742004,0.615109085
1311,0.446235364,0.614795974
1312,0.445323703,0.614907039
1313,0.444282667,0.614875347
1314,0.443089451,0.614664182
1315,0.442077202,0.614740069
1316,0.440993691,0.614746403
1317,0.439849504,0.614703333
1318,0.439064159,0.615244687
1319,0.438093838,0.615623226
1320,0.437143037,0.616062171
1321,0.436138691,0.616395141
1322,0.434871457,0.616343293
